sample_id,timestamp,lat_rx_wls_deg,lon_rx_wls_deg,alt_rx_wls_m,latDeg,lngDeg,heightAboveWgs84EllipsoidM,distance_error,folder
75,1273530582442.0,37.55995134807407,-122.30318794919488,213.7686242705107,37.5593522467,-122.3015152076,34.05,161.79668903173157,2020-05-14-US-MTV-1\Pixel4
76,1273530583442.0,37.55824177423902,-122.30184100073087,141.28492672101189,37.5595457114,-122.3016960392,34.09,145.55316359487497,2020-05-14-US-MTV-1\Pixel4
77,1273530584442.0,37.56032743101923,-122.30355600877796,215.30350549003097,37.5597369506,-122.3018788209,34.17,161.76178191555616,2020-05-14-US-MTV-1\Pixel4
78,1273530585442.0,37.55860266423793,-122.30221301174385,142.47198630053765,37.559925895,-122.3020643876,34.08,147.718628091167,2020-05-14-US-MTV-1\Pixel4
79,1273530586442.0,37.5588010768512,-122.30240279241538,140.26781539213724,37.5601132391,-122.3022520159,34.03,146.5098416974067,2020-05-14-US-MTV-1\Pixel4
80,1273530587442.0,37.55899318542959,-122.30258256448812,138.8612024842025,37.5603002748,-122.3024395876,34.12,145.88709522131438,2020-05-14-US-MTV-1\Pixel4
81,1273530588442.0,37.559168106452816,-122.3027705058774,142.27203644541,37.5604877044,-122.3026259537,34.22,147.28477968428882,2020-05-14-US-MTV-1\Pixel4
82,1273530589442.0,37.55935767892255,-122.3029504239204,142.0473106486592,37.5606738526,-122.3028142778,34.14,146.84303571674477,2020-05-14-US-MTV-1\Pixel4
83,1273530590442.0,37.559530098270464,-122.30313321583073,140.43335730194266,37.560858011,-122.3030054655,34.11,148.08591608961115,2020-05-14-US-MTV-1\Pixel4
84,1273530591442.0,37.55972074884224,-122.30334618166204,137.81585945560914,37.5610400467,-122.3031994224,34.05,147.26848962127002,2020-05-14-US-MTV-1\Pixel4
85,1273530592442.0,37.55989773187154,-122.30354620014045,141.35794759796192,37.5612209248,-122.303394968,34.02,147.73498287049094,2020-05-14-US-MTV-1\Pixel4
86,1273530593442.0,37.56008731306892,-122.30370875184074,142.40803565049242,37.5614007397,-122.3035916519,34.03,146.41066780103029,2020-05-14-US-MTV-1\Pixel4
87,1273530594442.0,37.56025542021516,-122.30391434801258,141.09026581264982,37.5615804048,-122.3037886101,33.99,147.74784552744043,2020-05-14-US-MTV-1\Pixel4
88,1273530595442.0,37.56044542479089,-122.30411969509402,142.67690704427326,37.5617605208,-122.3039851515,33.99,146.71210566038698,2020-05-14-US-MTV-1\Pixel4
89,1273530596442.0,37.56062384049489,-122.3043162536336,139.6401224776234,37.5619411648,-122.3041815373,34.08,146.96029859779856,2020-05-14-US-MTV-1\Pixel4
90,1273530597442.0,37.56079261212294,-122.3045084392579,140.67200633102152,37.5621225055,-122.3043790029,34.05,148.3168606962985,2020-05-14-US-MTV-1\Pixel4
91,1273530598442.0,37.562635948072014,-122.3062946205126,-187.6589187092341,37.5623050366,-122.3045776098,34.0,155.75131291862843,2020-05-14-US-MTV-1\Pixel4
92,1273530599442.0,37.56116764810852,-122.30493871883569,137.03671350014912,37.5624885188,-122.3047774075,34.03,147.5607512162632,2020-05-14-US-MTV-1\Pixel4
93,1273530600442.0,37.56300962578417,-122.30669827399814,-186.64199582030767,37.5626726929,-122.3049777481,34.0,156.21089485608357,2020-05-14-US-MTV-1\Pixel4
94,1273530601442.0,37.56154819345305,-122.30531299513498,138.90354005641444,37.5628575731,-122.3051792221,33.91,146.07305180633566,2020-05-14-US-MTV-1\Pixel4
95,1273530602442.0,37.56172658732528,-122.3055260554576,138.8727121934898,37.5630436877,-122.3053812786,33.9,147.00978529127318,2020-05-14-US-MTV-1\Pixel4
96,1273530603442.0,37.561908687172085,-122.30573105010004,140.46439661873248,37.5632304715,-122.3055850467,33.91,147.5380461613652,2020-05-14-US-MTV-1\Pixel4
97,1273530604442.0,37.56210500459025,-122.30592933960529,138.51676177522444,37.5634188322,-122.3057890931,33.92,146.6130335515295,2020-05-14-US-MTV-1\Pixel4
98,1273530605442.0,37.56394830903429,-122.30772536892438,-186.2283962389697,37.563609267,-122.3059927245,33.91,157.30226146098684,2020-05-14-US-MTV-1\Pixel4
99,1273530606442.0,37.56415162812243,-122.30791735145816,-187.41820352006675,37.563800714,-122.3061972839,33.95,156.54966846034162,2020-05-14-US-MTV-1\Pixel4
100,1273530607442.0,37.56433015404442,-122.30812768873967,-187.155258288542,37.5639933441,-122.3064032453,33.92,156.54025346891902,2020-05-14-US-MTV-1\Pixel4
101,1273530826442.0,37.58836859933745,-122.3608740489111,331.9525258835932,37.5890254483,-122.3593608947,34.84,152.0219661091769,2020-05-14-US-MTV-1\Pixel4
102,1273530827442.0,37.58559834853745,-122.3598782375768,41.61818917899897,37.5891670575,-122.3596235896,34.84,397.4561905260423,2020-05-14-US-MTV-1\Pixel4
103,1273530828442.0,37.58455941332456,-122.36180564646658,351.32008228839817,37.5893127943,-122.3598836376,34.88,555.0211801312322,2020-05-14-US-MTV-1\Pixel4
104,1273530829442.0,37.58485941507786,-122.36182027120958,313.3215847097728,37.589463155,-122.3601394877,34.93,532.9053400469376,2020-05-14-US-MTV-1\Pixel4
105,1273530830442.0,37.584495433948334,-122.36143742055653,197.41850406951409,37.5896199058,-122.3603885678,34.96,577.2613155932027,2020-05-14-US-MTV-1\Pixel4
106,1273530831442.0,37.58493719420908,-122.35952293289512,-100.2351561429084,37.5897786803,-122.3606356664,34.83,547.2042659232687,2020-05-14-US-MTV-1\Pixel4
107,1273530832442.0,37.58618932046395,-122.36219645350012,200.41937536695588,37.5899381941,-122.3608823585,34.69,432.63803832855046,2020-05-14-US-MTV-1\Pixel4
108,1273530833442.0,37.58785937520258,-122.36351318857206,-124.3090657138219,37.5900983839,-122.361129097,34.67,325.7485007973738,2020-05-14-US-MTV-1\Pixel4
109,1273530834442.0,37.5878698560276,-122.36058065433376,-157.77338927304928,37.5902589153,-122.3613769224,34.85,274.76004008852783,2020-05-14-US-MTV-1\Pixel4
110,1273530835442.0,37.58452161792978,-122.36085611329548,605.8256425308991,37.5904198359,-122.3616258562,34.93,659.3496199091566,2020-05-14-US-MTV-1\Pixel4
111,1273530836442.0,37.58578443251081,-122.3624832674365,186.7731562232708,37.5905810432,-122.3618750525,34.91,536.0444182063901,2020-05-14-US-MTV-1\Pixel4
112,1273530837442.0,37.58715147478349,-122.36182556142256,226.46021173492372,37.5907432637,-122.3621239532,34.88,400.2531654634227,2020-05-14-US-MTV-1\Pixel4
113,1273530838442.0,37.58678184308216,-122.36197439947696,-71.45365383588351,37.5909069317,-122.3623735102,34.84,460.03500318274547,2020-05-14-US-MTV-1\Pixel4
114,1273530839442.0,37.58854716708539,-122.36325638988784,4.870580125313619,37.5910706159,-122.3626253257,34.79,286.0509321790358,2020-05-14-US-MTV-1\Pixel4
115,1273530840442.0,37.58879033708884,-122.36413470536496,-363.0608429386679,37.5912357526,-122.3628779395,34.73,293.60065255409006,2020-05-14-US-MTV-1\Pixel4
116,1273530841442.0,37.58871150326775,-122.36491371777356,-250.78653281719684,37.5914019869,-122.3631319546,34.7,337.8579501366084,2020-05-14-US-MTV-1\Pixel4
117,1273530842442.0,37.58921220862958,-122.36444590258068,-410.03425012713257,37.5915682071,-122.3633884141,34.68,278.05138526471035,2020-05-14-US-MTV-1\Pixel4
118,1273530843442.0,37.58938438173917,-122.3647059188623,-408.2547111361911,37.5917355284,-122.3636460109,34.7,277.61470877329356,2020-05-14-US-MTV-1\Pixel4
119,1273530844442.0,37.59120258344637,-122.36607385235882,-382.50406592024433,37.5919032046,-122.363904416,34.76,206.4123422311442,2020-05-14-US-MTV-1\Pixel4
120,1273530845442.0,37.59136706151734,-122.36632162534956,-384.1104986359724,37.5920704394,-122.364162653,34.84,205.6748350727542,2020-05-14-US-MTV-1\Pixel4
121,1273530846442.0,37.5898854689181,-122.36546694880089,-409.5003243141047,37.5922364727,-122.3644195269,34.91,277.2313732932985,2020-05-14-US-MTV-1\Pixel4
122,1273530847442.0,37.59168826641766,-122.36682223974093,-382.3194214526665,37.5924013222,-122.3646716218,34.99,205.40645454489933,2020-05-14-US-MTV-1\Pixel4
123,1273530848442.0,37.58852412096505,-122.36433479107316,-116.57846833480072,37.5925632228,-122.3649193683,35.03,452.0714527506112,2020-05-14-US-MTV-1\Pixel4
124,1273530849442.0,37.58867625710915,-122.36456658202805,-118.78651561706025,37.5927220678,-122.365163996,35.06,452.94262978039694,2020-05-14-US-MTV-1\Pixel4
125,1273530850442.0,37.59064092082225,-122.36435114887932,16.380414706801183,37.5928796242,-122.3654060124,34.91,265.7172100982678,2020-05-14-US-MTV-1\Pixel4
126,1273530851442.0,37.58898826292752,-122.36503834869424,-115.36628371820494,37.5930364791,-122.3656461028,34.74,453.31498811409995,2020-05-14-US-MTV-1\Pixel4
127,1273530852442.0,37.58783993304048,-122.36900932776584,574.3377017176617,37.5931924339,-122.365884689,34.62,655.7627531861816,2020-05-14-US-MTV-1\Pixel4
128,1273530853442.0,37.5878760388762,-122.36963262433628,620.0070791214991,37.593347242,-122.3661225807,34.56,682.4671057701505,2020-05-14-US-MTV-1\Pixel4
129,1273530854442.0,37.59017338610666,-122.36704342003478,321.5390212322892,37.5935017311,-122.3663603995,34.5,374.9559549507036,2020-05-14-US-MTV-1\Pixel4
130,1273530855442.0,37.590785058491406,-122.36788402318936,182.2008606230225,37.593656552,-122.3665989475,34.4,338.77657332689347,2020-05-14-US-MTV-1\Pixel4
131,1273530856442.0,37.58856888033647,-122.36652846494935,17.1341723248592,37.5938123636,-122.3668374285,34.41,583.6838979335349,2020-05-14-US-MTV-1\Pixel4
132,1273530857442.0,37.59032975581572,-122.36824034134378,153.76140008061796,37.5939678349,-122.3670764861,34.43,417.33052259734586,2020-05-14-US-MTV-1\Pixel4
133,1273530858442.0,37.58885693279057,-122.3669933590697,21.70887849124353,37.5941232506,-122.3673160283,34.41,586.2775453707636,2020-05-14-US-MTV-1\Pixel4
134,1273530859442.0,37.58903392987294,-122.36724659534924,18.56643024841269,37.5942784627,-122.3675562458,34.42,583.8032943844686,2020-05-14-US-MTV-1\Pixel4
135,1273530860442.0,37.59201287176199,-122.36821546508315,-49.86781289299276,37.5944340692,-122.3677955784,34.44,271.7547537147591,2020-05-14-US-MTV-1\Pixel4
136,1273530861442.0,37.592151404754816,-122.36844539259414,-51.6134075015472,37.5945891956,-122.3680345849,34.44,273.4757661456847,2020-05-14-US-MTV-1\Pixel4
137,1273530862442.0,37.59241240171198,-122.36715443409928,-247.8085808993992,37.5947441671,-122.3682727323,34.47,277.37038609357546,2020-05-14-US-MTV-1\Pixel4
138,1273530863442.0,37.59257356315443,-122.36738619768192,-247.88065384894128,37.5948995081,-122.3685098226,34.46,276.93283769547537,2020-05-14-US-MTV-1\Pixel4
139,1273530864442.0,37.59260637412624,-122.36915656028935,-52.48522697151019,37.5950548702,-122.3687467045,34.41,274.64463742483315,2020-05-14-US-MTV-1\Pixel4
140,1273530865442.0,37.59278545957044,-122.36940383701253,-52.73591207613888,37.5952100424,-122.3689840532,34.39,272.1264081617399,2020-05-14-US-MTV-1\Pixel4
141,1273530866442.0,37.5929263604758,-122.36962665019848,-53.58736268117255,37.5953655411,-122.3692217373,34.34,273.5606791130821,2020-05-14-US-MTV-1\Pixel4
142,1273530867442.0,37.59309645993288,-122.36989581591315,-52.39246252706724,37.5955209279,-122.3694601902,34.36,272.30695311566564,2020-05-14-US-MTV-1\Pixel4
143,1273530868442.0,37.59325241617007,-122.37013666724408,-53.516546649824754,37.5956768698,-122.3696988992,34.34,272.3320315481757,2020-05-14-US-MTV-1\Pixel4
144,1273530869442.0,37.59339175260133,-122.37033856617498,-52.2236737666962,37.5958334137,-122.3699380679,34.3,273.7837126133902,2020-05-14-US-MTV-1\Pixel4
145,1273530870442.0,37.59355886443299,-122.37059348627834,-51.994206144722575,37.5959902111,-122.3701785913,34.27,272.8134532638782,2020-05-14-US-MTV-1\Pixel4
146,1273530871442.0,37.59371821079063,-122.37083273842455,-53.90399177695888,37.5961476091,-122.3704202268,34.17,272.57067202175,2020-05-14-US-MTV-1\Pixel4
147,1273530872442.0,37.59223809965489,-122.37007950526862,-123.425917809492,37.5963056327,-122.3706627834,34.14,455.1991871246672,2020-05-14-US-MTV-1\Pixel4
148,1273530873442.0,37.59240310138777,-122.3703192451449,-125.05948055504834,37.5964647165,-122.370904808,34.15,454.56814544507574,2020-05-14-US-MTV-1\Pixel4
149,1273530874442.0,37.594199650281936,-122.37158371109776,-55.524067445411376,37.5966235367,-122.3711473605,34.14,272.25186428198737,2020-05-14-US-MTV-1\Pixel4
150,1273530875442.0,37.594344747862834,-122.37179564227456,-55.32554333872441,37.5967825123,-122.3713906779,34.17,273.4050549877419,2020-05-14-US-MTV-1\Pixel4
151,1273530876442.0,37.59450379527883,-122.37205645320137,-51.30242074135587,37.5969421729,-122.3716340778,34.11,273.6770022732426,2020-05-14-US-MTV-1\Pixel4
152,1273530877442.0,37.59467031514784,-122.37229344860305,-53.47136330204543,37.5971018947,-122.3718780276,34.15,272.84525516396513,2020-05-14-US-MTV-1\Pixel4
153,1273530878442.0,37.59481958966841,-122.37254565396444,-53.7870705327564,37.5972618146,-122.3721224704,34.07,274.11049068467406,2020-05-14-US-MTV-1\Pixel4
154,1273530879442.0,37.59499306553253,-122.37278106278514,-55.92171646683765,37.5974220983,-122.3723673259,34.02,272.5447222696277,2020-05-14-US-MTV-1\Pixel4
155,1273530880442.0,37.59351859449917,-122.37203145145216,-128.13707039862237,37.597583004,-122.3726120996,33.99,454.82786688832107,2020-05-14-US-MTV-1\Pixel4
156,1273530881442.0,37.595311169971176,-122.37328183545486,-51.92144557601188,37.5977441488,-122.3728568551,34.02,273.1135854386834,2020-05-14-US-MTV-1\Pixel4
157,1273530882442.0,37.59383802061273,-122.37250333411691,-125.14494986732038,37.5979056152,-122.373101196,34.09,455.35270332881305,2020-05-14-US-MTV-1\Pixel4
158,1273530883442.0,37.5956321456304,-122.3737690312236,-58.16512625768712,37.5980670419,-122.3733452992,34.15,273.30971725144406,2020-05-14-US-MTV-1\Pixel4
159,1273530884442.0,37.59577704099507,-122.37399698072026,-54.76857150802227,37.5982284468,-122.3735890633,34.33,274.94280262530737,2020-05-14-US-MTV-1\Pixel4
160,1273530885442.0,37.595952806680586,-122.3742380392252,-52.7228961061582,37.5983891544,-122.373832527,34.5,273.2550768152865,2020-05-14-US-MTV-1\Pixel4
161,1273530886442.0,37.594873448964464,-122.3760428725855,250.06639626374903,37.59854973,-122.3740747223,34.56,444.03984363916913,2020-05-14-US-MTV-1\Pixel4
162,1273530887442.0,37.5944868022179,-122.3717666501858,-373.034056024734,37.5987097303,-122.3743163461,34.59,520.5334803144361,2020-05-14-US-MTV-1\Pixel4
163,1273530888442.0,37.59479013322561,-122.37397004745256,-126.98193401167649,37.5988689762,-122.3745579441,34.58,456.494566199708,2020-05-14-US-MTV-1\Pixel4
164,1273530889442.0,37.59658860206194,-122.37520602160332,-58.61763304552893,37.5990281513,-122.374799034,34.6,273.6249803665704,2020-05-14-US-MTV-1\Pixel4
165,1273530890442.0,37.59674685289957,-122.37546101854254,-55.65057633997364,37.5991871195,-122.3750397867,34.58,273.87127525437126,2020-05-14-US-MTV-1\Pixel4
166,1273530891442.0,37.596918286118985,-122.37571361390587,-56.83003718907266,37.5993461522,-122.3752801892,34.61,272.6535369752429,2020-05-14-US-MTV-1\Pixel4
